Los Angeles Angels of Anaheim,,Angel Stadium,Coronado Brewing,"1205 Knoxville St, San Diego, CA 92110",32.77177,-117.20468
Los Angeles Dodgers,,Dodger Stadium,Coronado Brewing,"1205 Knoxville St, San Diego, CA 92110",32.77177,-117.20468
San Diego Padres,,Petco Park,Coronado Brewing,"1205 Knoxville St, San Diego, CA 92110",32.77177,-117.20468
Minnesota Twins,Grainbelt Nordeast,Target Field,Grainbelt Brewing,"1220 Marshall St NE, Minneapolis, MN 55413",44.99941,-93.27056
St. Louis Cardinals,,Busch Stadium,4 Hands,"1220 S 8th St, St. Louis, MO 63104",38.637001,-90.18956
Seattle Mariners,,T-Mobile Park,Elysian Capitol Hill Brewery,"1221 E Pike St, Seattle, WA 98122",47.61413,-122.29881
St. Louis Cardinals,,Busch Stadium,Elysian Capitol Hill Brewery,"1221 E Pike St, Seattle, WA 98122",47.61413,-122.29881
Baltimore Orioles,Leinenkugel Summer Shandy,Oriole Park at Camden Yards,Jacob Leinenkugel Brewing Company,"124 E Elm St, Chippewa Falls, WI 54729",44.9423,-91.39638
Cincinnati Reds,Leinenkugel's Summer Shandy,Great American Ball Park,Jacob Leinenkugel Brewing Company,"124 E Elm St, Chippewa Falls, WI 54729",44.9423,-91.39638
Milwaukee Brewers,,Miller Park,Jacob Leinenkugel Brewing Company,"124 E Elm St, Chippewa Falls, WI 54729",44.9423,-91.39638
St. Louis Cardinals,Leinenkugel,Busch Stadium,Jacob Leinenkugel Brewing Company,"124 E Elm St, Chippewa Falls, WI 54729",44.9423,-91.39638
Tampa Bay Rays,Leinenkugel's Summer Shandy,Tropicana Field,Jacob Leinenkugel Brewing Company,"124 E Elm St, Chippewa Falls, WI 54729",44.9423,-91.39638
Los Angeles Angels of Anaheim,,Angel Stadium,Left Coast Brewing Co.,"1245 Puerta Del Sol, San Clemente, CA 92673",33.45776,-117.58886
Toronto Blue Jays,,Rogers Centre,Mill Street Brewery,"125 Bermondsey Rd, North York, ON M4A 1X3, Canada",43.71838,-79.3124
Colorado Rockies,,Coors Field,Left Hand Brewing,"1265 Boston Ave, Longmont, CO 80501",40.158298,-105.115318
Baltimore Orioles,Dempsey's Rick's Red Ale,Oriole Park at Camden Yards,Dempsey's Brewing,"127 N Broadway, Watertown, SD 57201",44.90291,-97.1141
Tampa Bay Rays,,Tropicana Field,Big Storm,"12707 49th St N, Clearwater, FL 33762",27.8874,-82.69971
Baltimore Orioles,Old Dominion Oak Barrel Stout,Oriole Park at Camden Yards,Fordham & Dominion Brewing Company,"1284 McD Dr, Dover, DE 19901",39.13984,-75.49232
Baltimore Orioles,Fordham Copperhead Ale,Oriole Park at Camden Yards,Fordham & Dominion Brewing Company,"1284 McD Dr, Dover, DE 19901",39.13984,-75.49232
San Francisco Giants,,Oracle Park,Moonraker Brewing Co.,"12970 Earhart Ave #100, Auburn, CA 95602",38.950771,-121.081459
Minnesota Twins,,Target Field,Castle Brewing,"1310 W Washington St, Greenville, MI 48838",43.17767,-85.27278
Minnesota Twins,Bauhaus Brew Labs Wonderstuff Ne? Bohemian Pilsner,Target Field,Bauhaus Brewery,"1315 Tyler St NE, Minneapolis, MN 55413",45.0014,-93.246094
Arizona Diamondbacks,,Chase Field,Four Peaks Brewing Company,"1340 E 8th St #104, Tempe, AZ 85281",33.419899,-111.915077
Texas Rangers,,Globe Life Park in Arlington,Four Peaks Brewing Company,"1340 E 8th St #104, Tempe, AZ 85281",33.419899,-111.915077
Oakland Athletics,Trumer Pil,RingCentral Coliseum,Trumer Brauerei Berkeley,"1404 Fourth St, Berkeley, CA 94710",37.87674,-122.30344
San Francisco Giants,Trumer Pils,Oracle Park,Trumer Brauerei Berkeley,"1404 Fourth St, Berkeley, CA 94710",37.87674,-122.30344
Pittsburgh Pirates,,PNC Park,North Country Brewing Co,"141 S Main St, Slippery Rock, PA 16057",41.06378,-80.05564
Seattle Mariners,,T-Mobile Park,10 Barrel,"1411 NW Flanders St, Portland, OR 97209",45.5258997,-122.6854954
Seattle Mariners,Pike 5X Stout,T-Mobile Park,Pike Brewing Company,"1415 1st Ave, Seattle, WA 98101",47.6099366,-122.3353594
Cincinnati Reds,,Great American Ball Park,Taft's Ale House,"1429 Race St, Cincinnati, OH 45202",39.111325,-84.51751
Cincinnati Reds,,Great American Ball Park,Taft's Ale House,"1429 Race St, Cincinnati, OH 45202",39.111325,-84.51751
San Francisco Giants,,Oracle Park,Laughing Monk Brewing,"1439 Egbert Ave unit a/b, San Francisco, CA 94124",37.7228944,-122.3932045
Seattle Mariners,Black Raven Trickster IPA,T-Mobile Park,Black Raven Brewing Co.,"14679 NE 95th St, Redmond, WA 98052",47.6856808,-122.1210585
Toronto Blue Jays,,Rogers Centre,Alexander Keith?s,"1496 Lower Water St, Halifax, NS B3J 3R5, Canada",44.644606,-63.5705145
Toronto Blue Jays,Labatt Canadian Ale/Labatt 50,Rogers Centre,Labatt Brewery,"150 Simcoe St, London, ON N6A 4M3, Canada",42.977236,-81.248999
Detroit Tigers,,Comerica Park,Old Nation Brewery,"1500 E Grand River Ave, Williamston, MI 48895",42.6855382,-84.2654577
Seattle Mariners,Stone Brewing Company IPA,T-Mobile Park,Saucony Creek Brewing Company + Gastropub,"15032 Kutztown Rd, Kutztown, PA 19530",40.5173,-75.7774
Milwaukee Brewers,,Miller Park,Third Space Brewing,"1505 W St Paul Ave, Milwaukee, WI 53233",43.0345189,-87.9323776
New York Mets,,Citi Field,Queens Brewery,"1539 Covert St, Ridgewood, NY 11385",40.6949116,-73.9042851
Seattle Mariners,,T-Mobile Park,Sumerian Brewing Company,"15510 Redmond-Woodinville Rd NE E110, Woodinville, WA 98072",47.698306,-122.132141
Los Angeles Angels of Anaheim,,Angel Stadium,Towne Park Brewery & Taproom,"1566 W Lincoln Ave, Anaheim, CA 92801",33.832497,-117.93678
Tampa Bay Rays,,Tropicana Field,Tampa Bay Brewing,"1600 E 8th Ave, Tampa, FL 33605",27.9610761,-82.4418927
St. Louis Cardinals,,Busch Stadium,2nd Shift,"1601 Sublette Ave, St. Louis, MO 63110",38.6215046,-90.2807846
Cincinnati Reds,Listermann Leopold Belgium Blonde,Great American Ball Park,Listermann Brewing Company,"1621 Dana Ave, Cincinnati, OH 45207",39.1463506,-84.4721318
Cincinnati Reds,Christian Moerlein Altered Pale Ale,Great American Ball Park,Christian Moerlein Brewing Company,"1621 Moore St, Cincinnati, OH 45202",39.1132251,-84.5153343
Cincinnati Reds,,Great American Ball Park,Christian Moerlein Brewing Co.,"1621 Moore St, Cincinnati, OH 45202",39.1132251,-84.5153343
Detroit Tigers,,Comerica Park,Grand Armory,"17 S 2nd St, Grand Haven, MI 49417",43.0637876,-86.2312558
Baltimore Orioles,,Oriole Park at Camden Yards,Union Craft Brewing,"1700 W 41st St #420, Baltimore, MD 21211",39.3365184,-76.644992
Baltimore Orioles,Anchor Steam Beer,Oriole Park at Camden Yards,Anchor Brewing Company,"1705 Mariposa St, San Francisco, CA 94107",37.763401,-122.4010175
Los Angeles Dodgers,Anchor Brewing Company Anchor Steam Beer,Dodger Stadium,Anchor Brewing Company,"1705 Mariposa St, San Francisco, CA 94107",37.763401,-122.4010175
San Francisco Giants,Anchor Porter,Oracle Park,Anchor Brewing Company,"1705 Mariposa St, San Francisco, CA 94107",37.763401,-122.4010175
Los Angeles Angels of Anaheim,Hangar 24 Brewery Betty,Angel Stadium,Hangar 24 Brewing,"1710 Sessums Dr, Redlands, CA 92374",34.0831712,-117.1419134
Milwaukee Brewers,,Miller Park,Raised Grain Brewing Co.,"1725 Dolphin Dr Ste B, Waukesha, WI 53186",43.0173982,-88.1992489
Cleveland Indians,Fat Head's Head Hunter IPA,Progressive Field,Fat Head's Brewing,"17450 Engle, Lake Abram Dr, Middleburg Heights, OH 44130",41.378005,-81.821747
Boston Red Sox,,Fenway Park,Wachusett Brewing Company,"175 State Rd E, Westminster, MA 01473",42.5585037,-71.8707504
Seattle Mariners,,T-Mobile Park,Mac & Jack's Brewery,"17825 NE 65th St, Redmond, WA 98052",47.6639958,-122.1022118
Chicago Cubs,,Wrigley Field,Begyle,"1800 W Cuyler Ave, Chicago, IL 60613",41.9553987,-87.6745486
Arizona Diamondbacks,Goose Island Beer Co. Honker's Ale,Chase Field,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Atlanta Braves,Goose Island Brewing Co. IPA,SunTrust Park,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Baltimore Orioles,Goose Island Honkers Ale,Oriole Park at Camden Yards,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Baltimore Orioles,Goose Island Sofie,Oriole Park at Camden Yards,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Boston Red Sox,Goose Island Beer Co. Honker's Ale,Fenway Park,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Chicago Cubs,Goose Island Beer Co. Sofie,Wrigley Field,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Chicago White Sox,,Guaranteed Rate Field,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Cincinnati Reds,Goose Island Urban 312 Pale Ale,Great American Ball Park,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Houston Astros,Goose Island Beer Co. 312 Urban Wheat,Minute Maid Park,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Los Angeles Angels of Anaheim,Goose Island Beer Co. India Pale Ale,Angel Stadium,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Miami Marlins,Goose Island Beer Co. Sofie,Marlins Park,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Miami Marlins,Goose Island Beer Co. Matilda,Marlins Park,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Minnesota Twins,,Target Field,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
New York Mets,,Citi Field,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
New York Yankees,Goose Island Beer Co. Honker's Ale?,Yankee Stadium,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
New York Yankees,Goose Island Beer Co. 312 Urban Wheat,Yankee Stadium,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
St. Louis Cardinals,Goose Island IPA?,Busch Stadium,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
St. Louis Cardinals,Goose Island Honkers?,Busch Stadium,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Texas Rangers,,Globe Life Park in Arlington,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Toronto Blue Jays,,Rogers Centre,Goose Island Beer Co.,"1800 W Fulton St, Chicago, IL 60612",41.88694,-87.672256
Seattle Mariners,Bale Breaker Top Cutter IPA,T-Mobile Park,Bale Breaker Brewing Company,"1801 Birchfield Rd, Yakima, WA 98901",46.576865,-120.435335
Minnesota Twins,,Target Field,Bent Paddle,"1832 W Michigan St, Duluth, MN 55806",46.7689984,-92.1202372
Milwaukee Brewers,,Miller Park,Lakefront Brewery,"1872 N Commerce St, Milwaukee, WI 53212",43.0547707,-87.9051461
Colorado Rockies,,Coors Field,Upslope Brewing,"1898 S Flatiron Ct, Boulder, CO 80301",40.0198479,-105.217922
Minnesota Twins,Lift Bridge Hop Dish,Target Field,Lift Bridge Brewery,"1900 Tower Dr W, Stillwater, MN 55082",45.0391054,-92.8317848
New York Mets,,Citi Field,Coney Island Brewery,"1904 Surf Ave, Brooklyn, NY 11224",40.5750266,-73.9857237
Cincinnati Reds,Rhinegeist Truth American IPA,Great American Ball Park,Rhinegeist Brewery,"1910 Elm St, Cincinnati, OH 45202",39.1172,-84.5199208
Cleveland Indians,,Progressive Field,Rhinegeist Brewery,"1910 Elm St, Cincinnati, OH 45202",39.1172,-84.5199208
Los Angeles Angels of Anaheim,,Angel Stadium,Santa Monica Brew Works,"1920 Colorado Ave C, Santa Monica, CA 90404",34.0256983,-118.4770896
Los Angeles Dodgers,,Dodger Stadium,Santa Monica Brew Works,"1920 Colorado Ave C, Santa Monica, CA 90404",34.0256983,-118.4770896
Oakland Athletics,Drake's 1500 Pale Ale,RingCentral Coliseum,Drake's Brewing Co.,"1933 Davis St #177, San Leandro, CA 94577",37.7244651,-122.1602239
Atlanta Braves,Sweetwater IPA,SunTrust Park,SweetWater Brewing Company,"195 Ottley Dr NE, Atlanta, GA 30324",33.808079,-84.381187
Cincinnati Reds,SweetWater 420 Extra Pale Ale,Great American Ball Park,SweetWater Brewing Company,"195 Ottley Dr NE, Atlanta, GA 30324",33.808079,-84.381187
Miami Marlins,Sweetwater Brewing Co. IPA,Marlins Park,SweetWater Brewing Company,"195 Ottley Dr NE, Atlanta, GA 30324",33.808079,-84.381187
Los Angeles Angels of Anaheim,Stone Brewing Co. Arrogant Bastard Ale,Angel Stadium,Arrogant Consortia,"1999 Citracado Parkway, Escondido, CA 92029",33.11057,-117.119947
Milwaukee Brewers,,Miller Park,Titletown Brewing Company,"200 Dousman St, Green Bay, WI 54303",44.5194355,-88.0178592
Philadelphia Phillies,,Citizens Bank Park,Troegs Independent Brewing,"200 Hersheypark Dr, Hershey, PA 17033",40.2980147,-76.6433861
Houston Astros,Saint Arnold Elissa IPA,Minute Maid Park,Saint Arnold Brewing Company,"2000 Lyons Ave, Houston, TX 77020",29.7711237,-95.3484665
Texas Rangers,,Globe Life Park in Arlington,Saint Arnold Brewing Company,"2000 Lyons Ave, Houston, TX 77020",29.7711237,-95.3484665
Milwaukee Brewers,,Miller Park,One Barrel Brewing,"2001 Atwood Ave, Madison, WI 53704",43.0918098,-89.3549948
Baltimore Orioles,Evolution Craft Brewing Lot #3 India Pale Ale,Oriole Park at Camden Yards,Evolution Craft Brewing,"201 E Vine St, Salisbury, MD 21801",38.360471,-75.595628
Detroit Tigers,,Comerica Park,Atwater,"201 Michigan St NW, Grand Rapids, MI 49503",42.970463,-85.672454
Cincinnati Reds,21st Amendment Hell or High Watermelon Wheat,Great American Ball Park,21st Amendment Brewery,"2010 Williams St, San Leandro, CA 94577",37.7106085,-122.176798
Seattle Mariners,21st Amendment Watermelon wheat,T-Mobile Park,21st Amendment Brewery,"2010 Williams St, San Leandro, CA 94577",37.7106085,-122.176798
Houston Astros,,Minute Maid Park,Karbach Brewing Co.,"2032 Karbach St, Houston, TX 77092",29.8063812,-95.4605283
Texas Rangers,,Globe Life Park in Arlington,Karbach Brewing Co.,"2032 Karbach St, Houston, TX 77092",29.8063812,-95.4605283
Washington Nationals,,Nationals Park,Atlas,"2052 West Virginia Ave NE #102, Washington, DC 20002",38.9148077,-76.9815312
Oakland Athletics,Strike Brewing Co. Wit,RingCentral Coliseum,Strike Brewing Co.,"2099 S 10th St #30, San Jose, CA 95112",37.309485,-121.855781
St. Louis Cardinals,Schlafly Pale Ale,Busch Stadium,The Schlafly Tap Room,"2100 Locust St, St. Louis, MO 63103",38.6329887,-90.2096942
Seattle Mariners,7 Seas Port Royal stout,T-Mobile Park,7 Seas Brewery and Taproom,"2101 Jefferson Ave, Tacoma, WA 98402",47.2425697,-122.4389955
New York Mets,,Citi Field,Five Boroughs,"215 47th St, Brooklyn, NY 11220",40.6505216,-74.0144263
Kansas City Royals,Mothers Three Blind Mice,Kauffman Stadium,Mother's Brewing Company,"215 S Grant Ave, Springfield, MO 65806",37.2079174,-93.2992828
St. Louis Cardinals,,Busch Stadium,Mother's Brewing Company,"215 S Grant Ave, Springfield, MO 65806",37.2079174,-93.2992828
Minnesota Twins,,Target Field,Beaver Island,"216 6th Ave S, St Cloud, MN 56301",45.5586054,-94.1569743
Los Angeles Dodgers,,Dodger Stadium,Angel City Brewery,"216 S Alameda St, Los Angeles, CA 90012",34.0462706,-118.237715
Minnesota Twins,Third Street Lost Trout,Target Field,Third Street Brewhouse,"219 Red River Ave N, Cold Spring, MN 56320",45.458574,-94.429114
Colorado Rockies,Great Divide Brewing Co. Titan IPA,Coors Field,Great Divide Brewing Co.,"2201 Arapahoe St, Denver, CO 80205",39.7539229,-104.9885279
Houston Astros,,Minute Maid Park,8th Wonder,"2202 Dallas St, Houston, TX 77003",29.7487783,-95.3559402
Arizona Diamondbacks,,Chase Field,Golden Road Brewing,"2210 E Orangewood Ave, Anaheim, CA 92806",33.795521,-117.88501
Chicago Cubs,,Wrigley Field,Golden Road Brewing,"2210 E Orangewood Ave, Anaheim, CA 92806",33.795521,-117.88501
Los Angeles Angels of Anaheim,,Angel Stadium,Golden Road Brewing,"2210 E Orangewood Ave, Anaheim, CA 92806",33.795521,-117.88501
Los Angeles Dodgers,,Dodger Stadium,Golden Road Brewing,"2210 E Orangewood Ave, Anaheim, CA 92806",33.795521,-117.88501
Washington Nationals,,Nationals Park,Golden Road Brewing,"2210 E Orangewood Ave, Anaheim, CA 92806",33.795521,-117.88501
Tampa Bay Rays,,Tropicana Field,3 Daughters,"222 22nd St S, St. Petersburg, FL 33712",27.7689902,-82.6629721
New York Yankees,,Yankee Stadium,Angry Orchard,"2241 Albany Post Rd, Walden, NY 12586",41.586968,-74.221158
Atlanta Braves,Blue Point Toasted Lager,SunTrust Park,Blue Point Brewing Company,"225 W Main St, Patchogue, NY 11772",40.76651,-73.02124
New York Mets,,Citi Field,Blue Point Brewing Company,"225 W Main St, Patchogue, NY 11772",40.76651,-73.02124
New York Yankees,,Yankee Stadium,Blue Point Brewing Company,"225 W Main St, Patchogue, NY 11772",40.76651,-73.02124
Chicago Cubs,,Wrigley Field,Broken Bat Brewing Co.,"231 E Buffalo St, Milwaukee, WI 53202",43.0335562,-87.9080198
Texas Rangers,,Globe Life Park in Arlington,Real Ale Brewing Company,"231 San Saba Ct, Blanco, TX 78606",30.113319,-98.4128525
Chicago White Sox,Rogue Ales Dead Guy Ale,Guaranteed Rate Field,Rogue Brewing,"2320 SE Marine Science Dr, Newport, OR 97365",44.6193044,-124.0495876
Seattle Mariners,Rogue Hazlenut Brown Ale,T-Mobile Park,Rogue Brewing,"2320 SE Marine Science Dr, Newport, OR 97365",44.6193044,-124.0495876
Chicago Cubs,,Wrigley Field,Revolution Brewing,"2323 N Milwaukee Ave, Chicago, IL 60647",41.923586,-87.6981447
Chicago White Sox,Revolution Brewing Company Anti-Hero,Guaranteed Rate Field,Revolution Brewing,"2323 N Milwaukee Ave, Chicago, IL 60647",41.923586,-87.6981447
Chicago White Sox,,Guaranteed Rate Field,Revolution Brewing,"2323 N Milwaukee Ave, Chicago, IL 60647",41.923586,-87.6981447
Cincinnati Reds,Founders All Day IPA,Great American Ball Park,Founders Brewing Company,"235 Grandville Ave SW, Grand Rapids, MI 49503",42.9524964,-85.6765753
Detroit Tigers,Founders Porter,Comerica Park,Founders Brewing Company,"235 Grandville Ave SW, Grand Rapids, MI 49503",42.9524964,-85.6765753
Kansas City Royals,Founders All-Day IPA,Kauffman Stadium,Founders Brewing Company,"235 Grandville Ave SW, Grand Rapids, MI 49503",42.9524964,-85.6765753
New York Mets,,Citi Field,Founders Brewing Company,"235 Grandville Ave SW, Grand Rapids, MI 49503",42.9524964,-85.6765753
St. Louis Cardinals,,Busch Stadium,Founders Brewing Company,"235 Grandville Ave SW, Grand Rapids, MI 49503",42.9524964,-85.6765753
Texas Rangers,Founders All Day IPA,Globe Life Park in Arlington,Founders Brewing Company,"235 Grandville Ave SW, Grand Rapids, MI 49503",42.9524964,-85.6765753
Milwaukee Brewers,,Miller Park,New Glarus Brewing,"2400 WI-69, New Glarus, WI 53574",42.8209344,-89.6334067
Milwaukee Brewers,,Miller Park,New Glarus Brewing Company,"2400 WI-69, New Glarus, WI 53574",42.8209344,-89.6334067
San Francisco Giants,,Oracle Park,Altamont,"2402 Research Dr, Livermore, CA 94550",37.6783911,-121.7210974
San Francisco Giants,,Oracle Park,Beachwood Blendery,"247 Long Beach Boulevard, Long Beach, CA 90802",33.7701069,-118.1894716
Toronto Blue Jays,,Rogers Centre,ockley Valley Brewing Co,"25 Centennial Rd #10, Orangeville, ON L9W 1R1, Canada",43.91045,-80.110013
Baltimore Orioles,,Oriole Park at Camden Yards,Key Brewing,"2500 Grays Rd, Dundalk, MD 21222",39.244825,-76.463652
Kansas City Royals,Boulevard Unfiltered Wheat,Kauffman Stadium,Boulevard Brewing Co.,"2501 Southwest Blvd, Kansas City, MO 64108",39.0819635,-94.5968231
Kansas City Royals,Boulevard Tank 7 Farmhouse Ale,Kauffman Stadium,Boulevard Brewing Co.,"2501 Southwest Blvd, Kansas City, MO 64108",39.0819635,-94.5968231
St. Louis Cardinals,Boulevard Brewing Co.,Busch Stadium,Boulevard Brewing Co.,"2501 Southwest Blvd, Kansas City, MO 64108",39.0819635,-94.5968231
Washington Nationals,Boulevard Brewing Co. Dark Truth Stout,Nationals Park,Boulevard Brewing Co.,"2501 Southwest Blvd, Kansas City, MO 64108",39.0819635,-94.5968231
Minnesota Twins,,Target Field,Fair State Brewing Cooperative,"2506 Central Ave NE, Minneapolis, MN 55418",45.0135434,-93.2476008
Cleveland Indians,Great Lakes Dortmunder Gold,Progressive Field,Great Lakes Brewing Co.,"2516 Market Ave, Cleveland, OH 44113",41.4844172,-81.7044266
Minnesota Twins,,Target Field,Waconia Brewing Company,"255 W Main St, Waconia, MN 55387",44.8503,-93.78245
Cincinnati Reds,Warped Wing Ermal's Belgian Style Cream Ale,Great American Ball Park,Warped Wing Brewing Company,"26 Wyandot St, Dayton, OH 45402",39.760058,-84.18613
Tampa Bay Rays,,Tropicana Field,Coppertail Brewing,"2601 E 2nd Ave, Tampa, FL 33605",27.956553,-82.430498
Baltimore Orioles,Lagunitas Pils,Oriole Park at Camden Yards,Lagunitas Brewing Company,"2607 W 17th St, Chicago, IL 60608",41.8577607,-87.6923518
Chicago White Sox,Lagunitas Brewing Company DayTime,Guaranteed Rate Field,Lagunitas Brewing Company,"2607 W 17th St, Chicago, IL 60608",41.8577607,-87.6923518
Los Angeles Dodgers,,Dodger Stadium,Lagunitas Brewing Company,"2607 W 17th St, Chicago, IL 60608",41.8577607,-87.6923518
Oakland Athletics,,RingCentral Coliseum,Lagunitas Brewing Company,"2607 W 17th St, Chicago, IL 60608",41.8577607,-87.6923518
Pittsburgh Pirates,Lagunitas A Little Sumpin' Sumpin' Ale,PNC Park,Lagunitas Brewing Company,"2607 W 17th St, Chicago, IL 60608",41.8577607,-87.6923518
San Francisco Giants,Lagunitas IPA,Oracle Park,Lagunitas Brewing Company,"2607 W 17th St, Chicago, IL 60608",41.8577607,-87.6923518
Atlanta Braves,Terrapin Hopsecutioner,SunTrust Park,Terrapin Beer Co.,"265 Newton Bridge Rd, Athens, GA 30607",33.98052,-83.39662
Milwaukee Brewers,,Miller Park,Terrapin Beer Co.,"265 Newton Bridge Rd, Athens, GA 30607",33.98052,-83.39662
Cincinnati Reds,Braxton Brewing Sparky Hoppy Wheat Ale,Great American Ball Park,Braxton Brewing,"27 W 7th St, Covington, KY 41011",39.0829251,-84.5108076
Seattle Mariners,Ninkasi Vanilla Oatis Stout,T-Mobile Park,Ninkasi Brewing,"272 Van Buren St, Eugene, OR 97402",44.0569763,-123.1097794
Arizona Diamondbacks,,Chase Field,Stone Brewing Company,"2816 Historic Decatur Rd, San Diego, CA 92106",32.740604,-117.211479
Baltimore Orioles,Stone Sublimely Self-Righteous Ale,Oriole Park at Camden Yards,Stone Brewing Company,"2816 Historic Decatur Rd, San Diego, CA 92106",32.740604,-117.211479
Los Angeles Dodgers,Stone Brewing Co. Smoked Porter,Dodger Stadium,Stone Brewing Company,"2816 Historic Decatur Rd, San Diego, CA 92106",32.740604,-117.211479
San Diego Padres,Stone Brewing Co. Ruination IPA,Petco Park,Stone Brewing Company,"2816 Historic Decatur Rd, San Diego, CA 92106",32.740604,-117.211479
Texas Rangers,,Globe Life Park in Arlington,Deep Ellum Brewing Company,"2823 St Louis St, Dallas, TX 75226",32.7807294,-96.7813877
Colorado Rockies,,Coors Field,Boulder Beer Company,"2880 Wilderness Pl, Boulder, CO 80301",40.026439,-105.2480158
Los Angeles Dodgers,,Dodger Stadium,Garage Brewing,"29095 Old Town Front St, Temecula, CA 92590",33.4902132,-117.145882
Arizona Diamondbacks,,Chase Field,Breckenridge Brewery,"2920 Brewery Ln, Littleton, CO 80120",39.5937,-105.023491
Kansas City Royals,Breckenridge Agave Wheat,Kauffman Stadium,Breckenridge Brewery,"2920 Brewery Ln, Littleton, CO 80120",39.5937,-105.023491
St. Louis Cardinals,,Busch Stadium,Breckenridge Brewery,"2920 Brewery Ln, Littleton, CO 80120",39.5937,-105.023491
Arizona Diamondbacks,Boston Lager,Chase Field,Boston Beer Company (Samuel Adams),"30 Germania St, Boston, MA 02130",42.314548,-71.102882
